"Ahmad  Dimyati, M.Pd.",Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
Erfira Fauzi,Staf Pengajar FK UIN Syarif Hidayatullah Jakarta
"Prilla Kurnia Ningsih, Lc., ME.Sy",UIN Syarif Hidayatullah Jakarta
Rosdiana,"Islamic Law, UIN Syarif Hidayatullah Jakarta"
Saiful Bahri,uin syarif hidayatullah jakarta
Ela Laelasari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Tanenji,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ahmad Rifqi Muchtar,UIN Syarif Hidayatullah Jakarta
Qosim Arsadani,UIN Syarif Hidayatullah Jakarta
Saifurrohman,UIN Syarif Hidayatullah Jakarta
Syarief Hasan Lutfie,"UIN Jakarta, Department of Physical Medicine and Rehabilitation"
Ali Mansur,UIN Syarif Hidayatullah Jakarta
Parhan Hidayat,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Tini Anggraeni,UIN Syarif Hidayatullah Jakarta
Siti Amsariah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Qusthan AH Firdaus,"UIN Syarif Hidayatullah, Jakarta"
Evi Muliyah,UIN Syarif Hidayatullah Jakarta
Fauzan Aldiansyah,"UIN Syarif Hidayatullah Jakarta, Indonesia"
Kalsum Minangsih,UIN Syarif Hidayatullah Jakarta
N. Lalah Alawiyah,Syarif Hidayatullah State Islamic University of Jakarta
"Nurhasanah Dr., M.Ag. (orcid.org/0000-0001-5636-7440)",UIN Syarif Hidayatullah Jakarta
Sundaniawati Safitri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ahmad Irfan Mufid,Master of Islamic Education UIN Syarif Hidayatullah Jakarta
Luthfi Hasanal Bolqiah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Farhan Muhammad,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nurhalimah,UIN Syarif Hidayatullah Jakarta
Muhammad Muammar Alwi,UIN Syarif Hidayatullah Jakarta
Priyambodo,Pusat Laboratorium Terpadu - UIN Syarif Hidayatullah Jakarta
Abel Parvez,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Ahmad Sofwan Fauzi,UIN Syarif Hidayatullah Jakarta
Tira Mutiara,UIN Syarif Hidayatullah Jakarta
M. Najib Tsauri,UIN Syarif Hidayatullah Jakarta
Minatur Rokhim,UIN Syarif Hidayatullah Jakarta
Ahmad Kusyairi Suhail,UIN Syarif Hidayatullah Jakarta
Rahmat Hidayatullah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Waliyadin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Abdul Wahid,UIN Syarif Hidayatullah Jakarta
Ahmad Syauqi,Syarif Hidayatullah State Islamic University of Jakarta
Afried Lazuardi,UIN Syarif Hidayatullah Jakarta
Yulyani  Nur Azizah,"Faculty of Science and Technology, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Nunung Isnaini Dwi Ningsih,UIN Syarif Hidayatullah Jakarta
Muhajirin Muhajirin,UIN Syarif Hidayatullah Jakarta
Achmad  Fudhaili,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Yudi Setiadi, SE.,ME",Universitas Islam Negeri Syarif HIdayatullah Jakarta
Wiwi Siti Sajaroh,UIN Syari fHidayatullah Jakarta
Kustiwan Syarief,PBI-FITK UIN Syarif Hidayatullah Jakarta
Lili Sudria Wenny,UIN Jakarta
Abdullah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Dr. Dayu Aqraminas, M.Ag, MH","Pascasarjana UIN Syarif Hidayatullah Jakarta, Pascasarjana UPTIQ Jakarta, dan …"
Azilla Auri Pramesti,Student of Information Systems UIN Syarif Hidayatullah Jakarta
Anggun Nurhasanah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Lili Supriyadi, S.Pd, MM",UIN Syarif Hidayatullah Jakarta
"Burhanuddin, MA UIN Jakarta",UIN Syarif Hidayatullah Jakarta
Titik Inayah,UIN Syarif Hidayatullah Jakarta
Muhammad Said,State Islamic University (UIN) Syarif Hidayatullah Jakarta
Mohamad Mujibur Rohman,UIN Syarif Hidayatullah Jakarta
Hilmy Firdausy,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Afif Faizin,UIN Syarif Hidayatullah Jakarta
Murdiyah Hayati,Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
"Cut Dhien Nourwahida, BA., MA",UIN Syarif Hidayatullah Jakarta
Adi Prayitno,FISIP UIN Syarif Hidayatullah Jakarta
Tati Hartimah,Dosen Sejarah UIN Syarif Hidayatullah Jakarta
Reza Anis Maulidya,UIN Syarif Hidayatullah Jakarta
"Moria Fatma, M.Si DK-FITK",UIN Syarif Hidayatullah Jakarta
Nurmeilis UIN Jakarta,Farmasi UIN Syarif Hidayatullah Jakarta
Solicha,UIN Jakarta
Mahesa Paranadipa Maikel,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nabilah Utami,UIN Syarif Hidayatullah Jakarta
SITI NURFITRIANI,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rizka Amalia Putri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Afwan Faizin,UIN Syarif Hidayatullah Jakarta
Ahmad Syaifuddin Zuhri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sahara Adjie Samudera,UIN Syarif Hidayatullah Jakarta
Nurin Nadzifatil Fitriyah,"Lecturer and Researcher at Faculty of Medicine UIN Syarif Hidayatullah Jakarta, Indonesia"
Khoirul Ulum,UIN Syarif Hidayatullah Jakarta
Intan Permata Sari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Syahirul Alim,UIN Syarif Hidayatullah Jakarta
Waki Ats Tsaqofi,UIN Syarif Hidayatullah Jakarta
Mufidah,UIN Syarif Hidayatullah Jakarta
Rahmi Fitriyanti,"Program Studi Hubungan Internasional, FISIP UIN Syarif Hidayatullah Jakarta"
saadatul Jannah,State Islamic University (UIN) Syarif Hidayatullah Jakarta
Iffatul Umniati,UIN SYARIF HIDAYATULLAH JAKARTA
Mardiyanti Mardiyanti,uin syarif hidayatullah jakarta
"Dr. Bustamin, SE, MM",Dosen Hadis UIN Jakarta
Ali Wafa,UIN Syarif Hidayatullah Jakarta
Rusdi Jamil,UIN Syarif Hidayatullah Jakarta
M. Farid / M. Farid Hamzens,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Remila  Selvany,Universitas Islam Negeri Syarif Hidayatullah Jakarta
NAZARATUN THAIYIBAH,Dosen Fakultas Kedokteran UIN Syarif Hidayatullah Jakarta
Sarah Qosim,UIN Syarif Hidayatullah Jakarta
Muhamad Syukur,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Lisma Dyawati Fuaida,"Social Work Lecturer, Syarif Hidayatullah State Islamic University (UIN) of Jakarta"
"Ela Patriana, MM, AAAIJ",UIN Syarif Hidayatullah Jakarta
Mukhamad Saifunnuha,Sekolah Pascasarjana UIN Syarif Hidayatullah Jakarta
Azis Arifin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Fanshoby,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yuliati Yuliati,"Mikrobiologi, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Taufiqurrahman,UIN Syarif Hidayatullah Jakarta
Irfan Masud Abdullah,UIN Syarif Hidayatullah Jakarta
"Indah Fadhilla, SS, M.Hum.",UIN Syarif Hidayatullah Jakarta; Universitas Indonesia
Amrullah Hasbana,Uin Syarif Hidayatullah Jakarta
"Nisrina Mutiara Dewi, SE,SY., MH",UIN Syarif Hidayatullah Jakarta
"Sardjana, Atmadja",UIN Syarif Hidayatullah Jakarta
M. Junaidi,UIN Syarif Hidayatullah Jakarta
Putra Adi Syani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muammar Aditya,Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
May Esti Wulandari,uin Syarif Hidayatullah Jakarta
Faisal Nurdin Idris,"Political Science and International Relations, UIN Syarif Hidayatullah Jakarta"
Irhamsyah Putra,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Uriana Rahmawati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Wilda Nurjannah,Universitas Islam Negeri Syarif Hidayatullah Jakarta (UIN Jakarta)
Yaniah Wardani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Mu'min Roup,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Noor Arief,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ulfah Nur Azizah,UIN Syarif Hidayatullah Jakarta
Dini Permana Sari,UIN Syarif Hidayatullah Jakarta
Rahmat Ferdian Andi Rosidi,UIN Syarif Hidayatullah Jakarta
Reza Hendra Putra,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Deden Bagus Saputra,UIN Syarif Hidayatullah Jakarta
Sri Rejeki,UIN Syarif Hidayatullah Jakarta
Neneng Sunengsih,UIN Syarif Hidayatullah Jakarta
Sutrisno,UIN Syarif Hidayatullah jakarta
Erike  A.Suwarsono,"UIN Syarif Hidayatullah Jakarta, Syarif Hidayatullah State Islamic University"
MU'ARIF SAM,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Syaripulloh, M.Si",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Silvia Fitrina Nasution,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Abdul azis,UIN Syarif Hidayatullah Jakarta
karyadi Ph.D,UIN Syarif Hidayatullah Jakarta
Tata Azzahra Salsabila Rosie,UIN Syarif Hidayatullah Jakarta
Yeni Ratna Yuningsih,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Hatta Achmad,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Deny Saputra,"Laboran, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
"Drs. Ahmad Musir, M.Sc, Apt",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Faaza Bil Amri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Dr. Romlah Abubakar Askar, MA.",UIN Syarif Hidayatullah Jakarta
Muslim Kamil,UIN Syarif Hidayatullah Jakarta
Lebba,UIN Syarif Hidayatullah Jakarta
"Supriyadi, Ph.D.",UIN Syarif Hidayatullah Jakarta
Fauzun Jamal,"UIN Syarif Hidayatullah, Jakarta, Indonesia"
"Akhmad Yusuf, M.Hum","Sejarawan, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Sukma Mardiyah Panggabean,Bachelor of Public Health UIN Syarif Hidayatullah Jakarta; Master of Defense Indonesia …
Rr. Ayu Fitri Hapsari,"Dosen FK, UIN Syarif Hidayatullah Jakarta"
"Dwi Ratnasari, M.Pd.",Universitas Islam Negeri (UIN) Syarif Hidayatullah
Johan Aristya Lesmana,UIN Syarif Hidayatullah Jakarta
Fitriana Rahayu,Universitas Islam Negeri Syarif Hidayatullah Jakarta
DANIA DEDI,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ahmad Muchlishon,SPs UIN Syarif Hidayatullah Jakarta
Muhamad Firdaus,UIN Syarif Hidayatullah Jakarta
Muhammad Syafa'at Yaasin,"Ekonomi Syariah, UIN Syarif Hidayatullah Jakarta"
Mukmin Suprayogi,Universitas Islam Negeri Syarif hidayatullah Jakarta
Raden Rara Bhintarti Suryohastari,UIN SYARIF HIDAYATULLAH JAKARTA
Noor Bekti Negoro,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Khadijah,UIN Syarif Hidayatullah Jakarta
zainal muttaqin,uin syarif hidayatullah jakarta
Wahyu Maulana Firdaus,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arisatul muwafiqoh,UIN Syarif Hidayatullah Jakarta
barita juliano siregar,UIN JAKARTA
Iif Fikriyati Ihsani,Pranata Humas of UIN Syarif Hidayatullah Jakarta
Dimas Firli Maulana,UIN Syarif Hidayatullah Jakarta
Artiarini Puspita Arwan,UIN Syarif Hidayatullah Jakarta
Ghilmanul Wasath,"Fakultas Dirasat Islamiyah, Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta"
Ace Hasan Syadzily,"Ilmu Sosial, UIN Syarif Hidayatullah Jakarta"
Muhammad Habiburrohman,UIN Syarif Hidayatullah Jakarta
Silka Sofyani,UIN Syarif Hidayatullah Jakarta
Dadan Nugraha,UIN Syarif Hidayatullah Jakarta
Zakaria,UIN Syarif Hidayatullah Jakarta
Intan Zakiyyah,UIN Syarif Hidayatullah Jakarta
Fitriyani,UIN Syarif Hidayatullah Jakarta DPK UNUSIA Jakarta
Putri Dwi Bralianti,"Profesi Dokter, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
"Dr. M. Agung Rahmadi, MSi.",Doctoral Program (S3) in Graduate Schools UIN Syarif Hidayatullah Jakarta
"Riana Mardila, MIR",UIN Syarif Hidayatullah Jakarta
Mastanah Mastanah,"Dakwah, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Meytaa Safitryy,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Aep Saepulloh,Fakultas Dirasat Islamiyah UIN Syarif Hidayatullah Jakarta
"Dr. Ahmadih Rojalih Jawab, Lc., LL. M","Manajemen Dakwah, UIN Jakarta"
Abdul Alim Mahmud,UIN Syarif Hidayatullah Jakarta
Makyun Subuki,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Saifullah Kamalie,Dosen Penerjemahan Prodi Tarjamah Fakultas Adab dan Humaniora UIN Syarif …
Sugiharto,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sopian Lubis,IAIN Pontianak & UIN Syarif Hidayatullah Jakarta
Agung Perdana Kusuma,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Sarah,Universitas Islam Negeri Syarif Hidayatullah  Jakarta
Rakha Pratama,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Amin Indra Wahyuni,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Atiqah UIN Jakarta,UIN Syarif Hidayatullah Jakarta
Muhammad Rasyid Ridlo,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rina Suryani,UIN Syarif Hidayatullah Jakarta
Dini Anggreini Khairunnisa,"Magister Ekonomi Syariah, UIN Syarif Hidayatullah Jakarta"
Arief Mahmudi,UIN Syarif Hidayatullah Jakarta
"Dr.H.SALMAN TUMANGGOR, M.Pd",Syarif Hidayatullah State Islamic University Jakarta
Salman Tumanggor,UIN Syarif Hidayatullah Jakarta
M. Akhfas Syifa Afandi,UIN Syarif Hidayatullah Jakarta
Malik Abdul Karim,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ayi Yusri Ahmad Tirmidzi,"Pascasarjana, UIN Syarif Hidayatullah Jakarta"
Muhammad Khairul Mustaghfirin,Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
Dora Hatika Pertiwi,UIN Syarif Hidayatullah Jakarta
"Dr. Layyinah, S.Psi., M.Si",UIN SYARIF HIDAYATULLAH JAKARTA
Ellies Sukmawati,uin syarif hidayatullah jakarta
Annisa Nur,UIN Syarif Hidayatullah Jakarta
Sarah Hajar Mahmudah,UIN Syarif Hidayatullah Jakarta
Al Fadhli Al Fadhli,uin jakarta ilmu tasawuf fakultas ushuluddin
M. Ma'ruf Misbah,UIN Syarif Hidayatullah Jakarta
Auliyani Andam Suri,UIN Syarif Hidayatullah Jakarta
Estu Mahanani Dhilasari,"Program Studi Farmasi, Fakultas Ilmu Kesehatan, UIN Syarif Hidayatullah Jakarta"
Nurlaely Mida Rachmawati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Luluk Hermawati,"Lecture, Biology Departemen, UIN Syarif Hidayatullah Jakarta"
Fitria UIN Jakarta,"Dosen Hukum Internasional, UIN Jakarta"
Mufidatul Khoiruroh,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Ronaydi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Tazkia Safira Yasmin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Imam Gunawan,UIN Syarif Hidayatullah Jakarta
Mutiara Pertiwi,"Lektor, UIN Syarif Hidayatullah Jakarta"
Fahrizal Mahdi,UIN Syarif Hidayatullah Jakarta
Maulana Maulana,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Andzar Fikranus Shofa,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Marvel,"Pharmacy Study Program, Faculty of Health Sciences, UIN Syarif Hidayatullah Jakarta"
Muhammad Raihan Radyva Said,UIN Syarif Hidayatullah Jakarta
Fiki Khoirul Mala,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yusril Rahman,"Department of Science and Technology, Syarif Hidayatullah State Islamic University Jakarta …"
DEDE ALFIYAH NURHOVIVAH,UIN Syarif Hidayatullah Jakarta
Bani Nugroho,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Fasjud Syukroni,UIN Syarif Hidayatullah Jakarta
Mukhammad Lutfi,Mahasiswa Pascasarjana Fakultas Adab dan Humaniora UIN Syarif Hidayatullah Jakarta
aulia latifa,"Mahasiswa Sarjana Akuntansi, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Agus Budiono,Dosen FST-UIN Jakarta
Achmad Ichsan Nusapati,UIN Syarif Hidayatullah Jakarta
Syarip Hidayatullah,UIN Syarif Hidayatullah Jakarta
M. Fahmi Hidayat (ORCID ID: https://orcid.org/0000-0003-2890-4151),Researcher Sharia Economics and Finance UIN Syarif Hidayatullah Jakarta
Nur Ernita,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Hafidhoh Ma'rufah,Graduate School of Islamic State University Syarif Hidayatullah Jakarta
Sayid Ridho,Senior Lecturer of Faculty of Medicine UIN Syarif Hidayatullah Jakarta
Muchlas Noor Hidayat,Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
Puad Hasan,Islamic Thought UIN Syarif Hidayatullah Jakarta
Nor Islafatun,UIN Syarif Hidayatullah Jakarta
Halimah SM,UIN Syarif Hidayatullah Jakarta
"Firdausi, S.Si,M.Pd FITK",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Haryatih,UIN Syarif Hidayatullah Jakarta
Femmy Nurul Akbar,Faculty of Medicine Universitas Islam Negeri Syarif Hidayatullah Jakarta
Agustina Senjayani,Syarif Hidayatullah State Islamic University of Jakarta
Muslim English Literature,UIN Syarif Hidayatullah Jakarta
"Milza N Rosad, SH, MARS",UIN Syarif Hidayatullah Jakarta
Lilis Wijayanti,UIN Syarif Hidayatullah Jakarta
Muhammad Arkaan Satria Utama,Mahasiswa Universitas Islam Negeri Syarif Hidayatullah Jakarta
Endra Kasni Laila Yuda,UIN Syarif Hidayatullah Jakarta
Nicko Pandawa,UIN Syarif Hidayatullah Jakarta
Desi Novita Sari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Aditya Aryo Nur Kusumo,UIN Syarif Hidayatullah Jakarta
Shelby Devianty Widodo,UIN Syarif Hidayatullah Jakarta
RASID,UIN Syarif Hidayatullah Jakarta
Praditiyo Riyadi,"Dosen Fisika, UIN Syarif Hidayatullah Jakarta"
fauzan hasibuan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Selvia Parwati Putri,UIN Syarif Hidayatullah Jakarta
MUHAMAD TAMAMUL IMAN,UIN Syarif Hidayatullah Jakarta
Eko Yudi Prasetyo,Uin Syarif Hidayatullah Jakarta
Muhammad Ikhlas Supardin,Syarif Hidayatullah State Islamic University Jakarta
Muhammad Soleh,"Antropologi dan sosiologi agama, Pengkajian Islam, UIN Jakarta"
Luqman Nulhakim,"Ilmu Hadis, UIN Syarif Hidayatullah Jakarta"
Suryani S.Si,UIN Syarif Hidayatullah Jakarta
MUHAMMAD FAIZ,UIN Syarif Hidayatullah Jakarta
Fatima El Zahraa,UIN Syarif Hidayatullah Jakarta
Dasrizal,UIN Syarif Hidayatullah Jakarta. ID Sinta: 6855221
Fahmi Muhammad Ahmadi (orcid.org/0000-0001-9821-2981),Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Sholeh Hasan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ganissufi Kautsar,"Sarjana Psikologi, UIN Syarif Hidayatullah Jakarta"
Eva Mushoffa,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Waskito Wibowo,UIN Syarif Hidayatullah Jakarta
Rona Apriana Fajarwati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
TS Rosyiidiani,UIN Syarif Hidayatullah Jakarta
Imroatus Sholehah,UIN Syarif Hidayatullah Jakarta
Devy Ariany,FK UIN Syarif Hidayatullah Jakarta
Novia Syifaputri Ramadhan,UIN Syarif Hidayatullah Jakarta
Basyir Arif,"Lecturer of Islamic Theology, UIN Syarif Hidayatullah Jakarta. ID Sinta: 6764263"
Fachrur Rajabani Ridwan,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Fahmi Imam Fauzy,Peneliti Muda | Pusat Pengkajian Islam & Masyarakat (PPIM) UIN Syarif Hidayatullah …
Nur Hana Putri Nabila,"Mahasiswa, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Nani Ferdiani,UIN Syarif Hidayatullah Jakarta
Sela Deliana Putri,"Mahasiswi, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Reyhana Nabila Ismail,"UIN Syarif Hidayatullah Jakarta, Ikatan Penulis Mahasiswa Hukum Indonesia"
Ainin Rahmadini,"Hukum Tata Negara, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Bahtera Muhammad Persada,Mahasiswa UIN Syarif Hidayatullah Jakarta
Muhamad Rafi,UIN Syarif Hidayatullah Jakarta
Irfan Syuhudi,UIN Syarif Hidayatullah Jakarta
Saefudin,UIN Syarif Hidayatullah Jakarta
Aktobi Gozali,"ilmu filsafat, uin syarif hidayatullah Jakarta"
W. Oktaviano,Lecture of UIN Syarif Hidayatullah Jakarta
Budi Sulistiono,"Profesor Sejarah Dan Kebudayaan Islam, UIN Jakarta"
Arief Rahman Hakim,Dosen Sastra Inggris UIN Syarif Hidayatullah Jakarta
Elve Oktafiyani,"Lecturer, UIN Jakarta"
Femmy Diwidian,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Avi Ainul Fikri,UIN Syarif Hidayatullah Jakarta
Ahmad Zulfi Aufar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Regina Meijiko,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Supardi Razak,"Teknik Pertambangan, UIN Syarif Hidayatullah Jakarta"
Ika Maya Widiastuti,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dewi Ayu Kusumaningsih,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"dr. Sarah At Tauhidah, MKM",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Eska Dwipayana Pulungan,UIN Syarif Hidayatullah Jakarta
Meki Polanda,"Dialektika Institute, UIN Syarif Hidayatullah Jakarta"
"H. Muhammad Firdaus, BA., MA.,Ph.D",MMD-FDIKOM UIN SYARIF HIDAYATULLAH JAKARTA
Alyya Siddiqa Siregar,"Faculty of Medicine, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Syeiba Badra Uyunillah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arman Budiman,Syarif Hidayatullah Islamic State University of Indonesia. Scopus Author ID: 59329242600
Lebba,Prodi Studi Agama-Agama UIN Syarif Hidayatullah Jakarta
dwika yuniarti,UIN Syarif Hidayatullah Jakarta
Wildian Fajrin Nur Rahman,UIN Syarif Hidayatullah Jakarta
Neng Sari Patisadiah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nunung Khoiriyah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Risa Alivia,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Nurhayati,UIN Syarif Hidayatullah Jakarta
Abdurrosyid,UIN SYARIF HIDAYATULLAH JAKARTA
"Farida Wijayanti Rachman, SE",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Heri Risnanto,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Umi Kulsum,UIN Syarif Hidayatullah Jakarta
syairul bahar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Riyan Adi Putra, M.Hum., CIQnR.",UIN Syarif Hidayatullah Jakarta
Razik Insani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yanti Susianti,"lecturer, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Mohamad Farhan,UIN Syarif Hidayatullah Jakarta
Indri Garnasih,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Wasil,UIN Syarif Hidayatullah Jakarta
Khalda Fadlah Fadhilah,Syarif Hidayatullah State Islamic University Jakarta
"Dr. Khalilah, M.Pd",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nadhia,uin syarif hidayatullah jakarta
Hasanuddin Sinaga,UIN Syarif Hidayatullah Jakarta
Alya Zahrani Fajriati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ustufiarrizqi,UIN Syarif Hidayatullah Jakarta
"Al Muhdil Karim, S.IP, M.Hum.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
SAZKIA,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Diah Ramadiani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Salsabilla,UIN Syarif Hidayatullah Jakarta
Fajar Pinastia Arrahman,UIN Syarif Hidayatullah Jakarta
Zulmaneri Manir,Prodi Agribisnis UIN Syarif Hidayatullah Jakarta
Childa Faiza,UIN Jakarta
M. Husni Thamrin,UIN Syarif Hidayatullah Jakarta
"Dr. Rasiin, MA",UIN Syarif Hidayatullah Jakarta
Lulu Firdauz Ramadhani,UIN Syarif Hidayatullah Jakarta
Uliana Hidayatika,UIN Syarif Hidayatullah Jakarta
Alfina Pasca Khaira,UIN Syarif Hidayatullah Jakarta
Dina Irfaniyah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Ir. Mulyanto Soerjodibroto, Ph.D.",UIN Syarif Hidayatullah Jakarta
Tubagus Muhammad Syukron,UIN Syarif Hidayatullah Jakarta
Firman Munthaha,UIN Syarif Hidayatullah Jakarta
Witri Ardini,UIN Syarif Hidayatullah Jakarta
Hasan Basri,Dosen Hadis dan Ilmu Hadis Fakultas Dirasat Islamiyah UIN Jakarta
Nawawi,UIN Syarif Hidayatullah Jakarta
Miftahuddin UIN Jakarta,"Lektor, UIN Jakarta"
Zikri Riza,UIN Syarif Hidayatullah Jakarta
Andi Syafrianda,"Sistem informasi , UIN Syarif Hidayatullah Jakarta"
Ida Ruspita,Mahasiswa Universitas Islam Negeri Syarif Hidayatullah Jakarta
Abdurrosyid,UIN Syarif Hidayatullah Jakarta
Melysa Wahyuningsih,UIN Syarif Hidayatullah Jakarta
Silvia Utami,UIN Syarif Hidayatullah Jakarta
Azizah Suryani,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Abdul Hamid Cebba,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rahmat Hidayat,UIN Syarif Hidayatullah Jakarta
Fadhli Warman,UIN Syarif Hidayatullah Jakarta
Rurynta Ferly Shavira,"Dosen, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
"Ahfa Rahman Syah, M.Hum",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Syarifah Rusydah,UIN Syarif Hidayatullah Jakarta
Srihandayani Mangesti Rahayu,UIN Syarif Hidayatullah Jakarta
"Haula Sofiana, S.Kom.I.,M.Psi",Center for the Study of Religion and Culture (CSRC) UIN Syarif Hidayatullah Jakarta
"Diki Ramdani, MA",Sekolah Pascasarjana UIN Syarif Hidayatullah Jakarta
andi syafrani,UIN Syarif Hidayatullah Jakarta
Titi Farhanah,Syarif Hidayatullah State Islamic University Jakarta
Ratna Pelawati,uin Jakarta
