Nouval Shahab,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rafi Aldiansyah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ismalianing Eviyuliwati,UIN Syarif Hidayatullah Jakarta
M Adian Firnas,"Dosen Hubungan Internasional, UIN Syarif Hidayatullah Jakarta"
Nurul Hiedayati,"Faculty of Medicine, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Ulfah Andayani UIN Jakarta,UIN Syarif Hidayatullah Jakarta
Mulia Sari Dewi,UIN Syarif Hidayatullah Jakarta
Agus Salim,UIN Syarif Hidayatullah Jakarta
Abu Tamrin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arisman,"Associate Professor, Faculty of Economics and Business, The State Islamic University(UIN) …"
Ady Cahyadi,"Dosen Akuntansi FEB, UIN Syarif Hidayatullah Jakarta"
Usman Syihab,UIN Syarif Hidayatullah Jakarta
Rinda Hesti Kusumaningtyas,UIN Syarif Hidayatullah Jakarta
Zahruddin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Tengku,"Ilmu keperawatan, UIN Syarif Hidayatullah Jakarta"
Ilmi Amalia,UIN Syarif Hidayatullah Jakarta
Novi Diah Haryanti,UIN Syarif Hidayatullah Jakarta
Cucu Nurhayati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Hilmi Akmal,"Dosen linguistik, UIN Syarif Hidayatullah Jakarta"
Pungki Purnomo,(Google Scholar) UIN Syarif Hidayatullah Jakarta
Lina Elfita,UIN Syarif Hidayatullah Jakarta
Abdul Mutholib,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Syahrul Adam  orcid.org/0000-0003-0377-4995,UIN Syarif Hidayatullah Jakarta
Hamdani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nurul Hikmah,Dosen UIN Syarif Hidayatullah Jakarta
Eny Supriyati Rosyidatun,"biology education, UIN Syarif Hidayatullah Jakarta"
Eni Nuraini Agustini,"Dosen Keperawatan Jiwa, UIN Syarif Hidayatullah Jakarta"
Indra Munawar,Syarif Hidayatullah State Islamic University of Jakarta
Hepi Prayudiawan,UIN Syarif Hidayatullah Jakarta
Akhmad Saehudin,UIN Syarif Hidayatullah Jakarta
Anis Fuadah Z.,UIN Syarif Hidayatullah Jakarta
Mahmudah Fitriyah ZA,UIN Syarif Hidayatullah Jakarta
Faridah UIN Jakarta,UIN Syarif Hidayatullah Jakarta
Endah Wulandari,"Doktor Ilmu Biomedik, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Ida Rosyidah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yusro Rahma,UIN SYARIF HIDAYATULLAH JAKARTA
Heny Narendrany Hidayati,UIN Syarif Hidayatullah Jakarta
Atep Abdurofiq,UIN Syarif Hidayatullah Jakarta Indonesia
Kisno Umbar,"Pendidikan Bahasa Arab, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Indonesia"
"Muhtar Mochamad Solihin, S.Kom.I., M.Si.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Mudatsir Najamuddin,UIN Syarif Hidayatullah Jakarta
Khoirun Nisa,FISIP UIN Syarif HIdayatullah Jakarta
Yenny  Rahmawati,UIN Syarif Hidayatullah Jakarta
Ade Masturi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dewi Murniati,uin syarif hidayatullah jakarta
Sholehudin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Zahrotul Munawwaroh, M.Pd",UIN Syarif Hidayatullah Jakarta
"Dr. Endah Meiria, SE, M.Si.",UIN Syarif Hidayatullah Jakarta
Nur Wedia Devi Rahmawati,UIN Syarif Hidayatullah Jakarta
Dewi Purnamasari,"Magister, UIN jakarta"
Tabitha Ghaitsa,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Moh. Nasrudin,UIN Syarif Hidayatullah Jakarta (ID Scopus: 57219909929)
Nofrianto,State Islamic University (UIN) Syarif Hidayatullah Jakarta
Indo Yama Nasarudin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Makyun Subuki,Dosen Linguistik UIN Syarif Hidayatullah Jakarta
Maftuhah UIN Jakarta,"Dosen, UIN Syarif Hidayatullah Jakarta"
eva khudzaeva,Universitas Islam Negeri SYarif Hidayatullah Jakarta
"Eva Khudzaeva, M.Si",State Islami University (UIN) syarif Hidayatullah Jakarta
M. Hafiz,UIN Syarif Hidayatullah Jakarta
Ade Ananto Terminanto,UIN Syarif Hidayatullah Jakarta
Kusmana,UIN Syarif Hidayatullah Jakarta
Nahrowi UIN Jakarta,UIN Syarif Hidayatullah Jakarta
Nurul Hayati,UIN Syarif Hidayatullah Jakarta
Masri Mansoer,UIN Syarif Hidayatullah Jakarta
Ahmad Fathoni,"Lecturer, UIN Syarif Hidayatullah Jakarta"
Ardian Khairiah,"Departement of Biology, Faculty of Science and Technology, UIN Syarif Hidayatullah Jakarta"
Ahmad Hifni,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Deden Mauli Darajat,UIN Syarif Hidayatullah Jakarta
"Iin Kandedes, MA",UIN Syarif Hidayatullah Jakarta
Irma Fauziah,"Dosen Matematika, UIN Syarif Hidayatullah Jakarta"
Hemmy Fauzan,UIN Syarif Hidayatullah Jakarta
Hanafi UIN Jakarta,UIN Syarif Hidayatullah Jakarta
Nita Rosita,Universitas Islam Negeri Syarif Hidayatullah Jakarta
SOLIHIN,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dona Aji Karunia Putra,UIN SYARIF HIDAYATULLAH JAKARTA
Alfi Syahriyani,UIN Syarif Hidayatullah Jakarta
Supriyono,UIN Syarif Hidayatullah Jakarta
Abd. Wahid Hasyim,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"M. Tabah Rosyadi, MA",UIN Syarif Hidayatullah Jakarta
Siti Rahmah Hidayatullah Lubis,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Alfida,UIN Syarif Hidayatullah Jakarta
Zuhairan Yunmi Yunan,Senior Lecturer at UIN Syarif Hidayatullah Jakarta
"Rezki Syahri Rakhmadi.,SE,MA.Ek","UIN JAKARTA (STATE ISLAMIC UNIVERSITY), STAI BINAMADANI"
Agus Darmaji,"Ilmu Filsafat, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Saepul Aripiyanto,UIN Syarif Hidayatullah Jakarta
RIRIS AISHAH PRASETYOWATI,UIN Syarif Hidayatullah Jakarta
Jejen Jaenudin,Accreditation Coordinator of UIN Syarif Hidayatullah Jakarta (Syarif Hidayatullah State …
"Dr. H. Edi Amin, S.Ag., MA",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Moch. Bukhori Muslim,UIN Syarif Hidayatullah Jakarta
Yazid Hady,UIN Syarif Hidayatullah Jakarta
Walid Rumblat,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dimyati Sajari,UIN Syarif Hidayatullah Jakarta
Siti Napsiyah,UIN Syarif Hidayatullah Jakarta
Dzuriyatun Toyibah,UIN Syarif Hidayatullah Jakarta
Fidrayani,UIN Syarif Hidayatullah Jakarta
"Ir. Rahmi Purnomowati, M.Si.",Prodi Agribisnis UIN Syarif Hidayatullah Jakarta
Ay Maryani,"Dosen Akuntansi, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Fahri Fahrudin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Agus Sufyan,UIN Syarif Hidayatullah Jakarta
Wahyu Prasetyawan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Syauki, Drs. M.Pd FITK",UIN Syarif Hidayatullah Jakarta
Rizki Adi Puspita Sari,UIN Syarif Hidayatullah Jakarta
Cahya Buana,UIN Syarif Hidayatullah Jakarta
Desi Yustari Muchtar,"Dosen, UIN Syarif Hidayatullah Jakarta"
"Prof. Dr. Bambang Irawan, M.Ag",UIN Syarif Hidayatullah Jakarta
"Dr. Syamsul Aripin, MA",UIN Syarif Hidayatullah Jakarta
"Dr. Khalimi, M.Ag",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Fathurrochman Karyadi,Sekolah Pascasarjana UIN Syarif Hidayatullah Jakarta.
"Wildan Imaduddin Muhammad, MA","Fakultas Ushuluddin, UIN Syarif Hidayatullah Jakarta"
Rizaludin Kurniawan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dindin Sobiruddin DK-FITK,UIN Syarif Hidayatullah Jakarta
Nur Syamsiyah,Pendidikan Bahasa dan Sastra Indonesia UIN Syarif Hidayatullah Jakarta
Siti Masyithoh,Syarif Hidayatullah State Islamic University (UIN) of Jakarta
NURLAILI RAHMAWATI,"Dosen Hukum Tata Negara, UIN Syarif Hidayatullah Jakarta"
"Dr. Ade Abdul Hak, S.Ag., SS, M.Hum., CIQnR",UIN Syarif Hidayatullah Jakarta
Agus Sulaiman Djamil,UIN SYARIF HIDAYATULLAH JAKARTA
Dinda Rama Haribowo,"Center for Integrated Laboratory, State Islamic University Syarif Hidayatullah (UIN) Jakarta"
Miessya Wardani,UIN Syarif Hidayatullah Jakarta
Asmawi (orcid.org/0000-0001-7397-0903),UIN Syarif Hidayatullah Jakarta
Rachmat Baihaky,UIN Syarif Hidayatullah Jakarta
Musfiah Saidah,Communication Lecturer Universitas Islam Negeri Syarif Hidayatullah Jakarta
Mukhshon Nawawi,Syarif Hidayatullah State Islamic University of Jakarta
Musfiah Saidah,Communication Lecturer UIN Jakarta
Iwan Aminudin,Universitas ISlam Negeri Syarif Hidayatullah Jakarta
Halwa Ainaya Addiina,UIN Syarif Hidayatullah Jakarta
Minkhatun Nakhriyah,UIN Syarif Hidayatullah Jakarta
Diana Riski Sapitri Siregar,UIN Syarif Hidayatullah Jakarta
Cut Erika Ananda Fatimah,UIN Syarif Hidayatullah Jakarta
"Dr. Hindun, M.Pd.",UIN Syarif Hidayatullah Jakarta
Tri Harjawati,UIN Syarif Hidayatullah Jakarta
Ramlan Abdul Gani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
YANG YANG MERDIYATNA UINJKT,Universitas Islam Negeri Syarif Hidayatullah Jakarta
hengki ferdiansyah,UIN Syarif Hidayatullah Jakarta
Agus Nilmada Azmi,FISIP UIN Syarif Hidayatullah Jakarta
Moh. Supardi,UIN Syarif Hidayatullah Jakarta
"Dr. Suhenda Wiranata, ME.",UIN  Jakarta
Mahmudi,"Lecturer of Mathematics, UIN Syarif Hidayatullah Jakarta"
endang mintarja,Islamic State University
Reno Fitri,Lecturer at UIN Syarif Hidayatullah Jakarta
Qom UIN,Department of Information System UIN Syarif Hidayatullah Jakarta
Lolytasari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arnis Silvia,UIN Syarif Hidayatullah Jakarta
Supriyadi Ahmad ( orcid.org/0000-0003-4205-6064),Doktor UIN Syarif Hidayatullah Jakarta
Otong Suhyanto,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Finola Marta Putri,"Dosen Pendidikan Matematika, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Bahrul Yaman,UIN Syarif Hidayatullah Jakarta
Titi Khikmah,uin syarif hidayatullah jakarta
Robi Sugara,"Department of International Relations, Universitas Islam Negeri (UIN) Syarif Hidayatullah …"
Dila Fairusi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Hj.Fitriana,MA,M.Ed,Ph.D",Dosen Magister Ilmu AlQuran&Tafsir Fakultas Ushuluddin UIN Syarif Hidayatullah Jakarta
Leis Suzanawaty,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nina Fitriyati,UIN Syarif Hidayatullah Jakarta
Anugrah Azhar,"Physics Study Program, Faculty of Science and Technology, UIN Syarif Hidayatullah Jakarta"
Fitriyani Zein (http://orcid.org/0000-0001-7451-0319),Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nuryudi UIN Jakarta,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Fathudin Kalimas,"Faculty of Shariah and Law, Syarif Hidayatullah State Islamic University Jakarta"
Viviana Lisma Lestari,UIN Syarif Hidayatullah Jakarta
Albiansyah,Syarif Hidayatullah State Islamic University of Jakarta
Febrianti,UIN Syarif Hidayatullah Jakarta
Tasman,Uin Syarif Hidayatullah Jakarta
Iting Shofwati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Utami Baroroh,"Dosen Ekonomi, UIN Syarif Hidayatullah Jakarta"
Djaka Badranaya,"Lecturer of Economics Development, UIN Syarif Hidayatullah Jakarta"
Ria Safitri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Aqilah Nafisah16,.Uin Syarif Hidayatullah Jakarta
Ismet Firdaus,"Lecture of social work, UIN Jakarta"
Risahmawati,"Faculty of Medicine, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Audrey ismiya  Yusman,"Mahasiswa, UIN SyarifHidayatullah Jakarta"
Ratna  Faeruz,(SCOPUS ID: 57421016400) UIN Syarif Hidayatullah Jakarta
"Dr. Fatmawati, M.Ag",Scopus ID 59197065300 Orcid ID 0000-0002-3617-3697 UIN Syarif Hidayatullah Jakarta
Busman Sjam,"UIN Syarif Hidayatullah Jakarta, STIE Gotong Royong Jakarta,  Universitas Islam Attahiriyah …"
Suci Ramadhan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Diamantin Rohadatul Aisy,UIN Syarif Hidayatullah Jakarta
Abd. Muid Nawawi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Nur Aisyah Jauharoh,universitas islam negeri syarif hidayatullah jakarta
Juwika Afrita,Universitas Islam Negeri Syarif Hidayatullah Jakarta
A. Silvan Erusani,UIN Syarif Hidayatullah jakarta
Ahmad Khoiri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yuli Yasin,UIN Syarif Hidayatullah Jakarta
"Dr. H. Aminudin Yakub, MA",UIN Syarif Hidayatullah Jakarta
Fajar Agustian,UIN JAKARTA
Helmi Hidayat,Dosen UIN Syarif Hidayatullah Jakarta
Wara Alfa Syukrilla,"UIN Syarif Hidayatullah, Jakarta"
"Desi Nahartini, M.Ed",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Adi Riyadhi,UIN Syarif Hidayatullah Jakarta
Nur Wachidah Yulianti,UIN Syarif Hidayatullah Jakarta
Halid UIN Jakarta,"Universitas Islam Negeri Syarif Hidayatullah Jakarta, Indonesia"
Suhada,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arif Tjahjono,UIN Syarif Hidayatullah Jakarta
Hamidullah Mahmud,"Doktor Ilmu al-Quran dan Tafsir, UIN Syarif Hidayatullah Jakarta"
Nadya Kharima,UIN SYARIF HIDAYATULLAH JAKARTA
Dela Aristi,Dosen Universitas Islam Negeri Syarif Hidayatullah Jakarta
Siti Maryam,UIN Syarif Hidayatullah Jakarta
Nunuk Adiarni,uin syarif hidayatullah jakarta
Pia Khoirotun Nisa,UIN Syarif Hidayatullah Jakarta
Azrifitria UIN Jakarta,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nasichah UIN Jakarta,"Doktor Psikologi Komunikasi, UIN Syarif Hidayatullah Jakarta"
M. Suryadinata,UIN Syarif Hidayatullah Jakarta. ID SInta: 6127247
Haniah Hanafie,UIN Syarif Hidayatullah Jakarta
Puspi Eko Wiranthi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Faris Satria Alam,uin syarif hidayatullah jakarta
Umi Musyarrofah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dwi Jayanti,Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
Imam Sujoko,UIN Syarif Hidayatullah Jakarta
Hotnidah Nasution ( orcid.org/0000-0003-1406-8375 ),UIN Syarif Hidayatullah Jakarta
Marita Fadhilah,Syarif Hidayatullah State Islamic University Jakarta
Ahmad Azwar Habibi,"UIN Syarif Hidayatullah, Jakarta, Indonesia"
Dwiky Ari Saputra,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rifqi Muhammad Fatkhi,"Lecturer of Hadith Studies, Syarif Hidayatullah State Islamic University Jakarta"
"Dr. Raswan, M.Pd., M.Pd.I",UIN Syarif Hidayatullah Jakarta
Yayah Nurmaliyah,UIN Syarif Hidayatullah Jakarta
nurdelima waruwu,UIN Syarif Hidayatullah Jakarta
Fita Fathurokhmah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Valendra Granitha Shandika Puri,UIN Syarif Hidayatullah Jakarta
Neneng Tati Sumiati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
M. Khamim,UIN Syarif Hidayatullah Jakarta
Farkhan Fuady,UIN Syarif Hidayatullah Jakarta
Ahmad Royani,UIN SYARIF HIDAYATULLAH JAKARTA
Luh Putu Suta Haryanthi,UIN Syarif Hidayatullah Jakarta
Meliana Sari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Bintan Humeira,"Doktor Ilmu Komunikasi, UIN Syarif Hidayatullah Jakarta"
Ryan Rizaldy,UIN Syarif Hidayatullah Jakarta
Imas Emalia,Dosen Sejarah Kebudayaan Islam Fakultas Adab UIN Jakarta
Inayatul Chusna,UIN Syarif Hidayatullah Jakarta
Siti Hanna,UIN Syarif Hidayatullah Jakarta
"Kamal F. Musa, Lc, MA.","Lecture of The Faculty of Sharia and Law, UIN Jakarta"
Eka Putri,Pharmacist UIN Syarif Hidayatullah Jakarta
Nurul Fauziyah,Mahasiswa UIN Syarif Hidayatullah Jakarta
Muhammad Kholis Hamdy,Dosen UIN Syarif Hidayatullah Jakarta
"Dr. Bahrissalim, MA FITK",UIN Syarif Hidayatullah Jakarta
Fadhilatul Hamdani,UIN Jakarta
DEVI SOLEHAT,UIN SYARIF HIDAYATULLAH JAKARTA
"Dr. Mauidlotun Nisa', M.Hum.",Syarif Hidayatullah State Islamic University Jakarta
Hasnul Insani Djohar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ellya Pratiwi,UIN Syarif Hidayatullah Jakarta
Agus Nugraha,FISIP UIN Syarif Hidayatullah Jakarta
"Husnul Khitam, M.Si",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Eva Fadilah,"Dosen Pendidikan Biologi, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Firas Arrasy,UIN Syarif Hidayatullah Jakarta dan LP3ES
Rizqy Nur Sholihat,Pendidikan Kimia UIN Syarif Hidayatullah Jakarta
Liany Luzvinda,UIN Syarif Hidayatullah Jakarta
Neng Sri Nuraeni,UIN Syarif Hidayatullah Jakarta
Supardi Salmu,UIN Syarif Hidayatullah Jakarta
Yessi Fitri,"Dosen Akuntansi, UIN Jakarta"
Neli Rahmaniah,"lecturer, UIN Jakarta"
Nailil Huda,UIN SYARIF HIDAYATULLAH JAKARTA
Erwin Hikmatiar,UIN Syarif Hidayatullah Jakarta
Alfitra UIN Jakarta,Universitas Islam Negeri Syarif HIdayatullah Jakarta
Windy Triana,"Universitas Islam Negeri, Syarif Hidayatullah Jakarta"
Firman Muhammad Abdurrohman Akbar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Fitriyani Fitriyani,Fakultas Syariah dan Hukum UIN Syarif Hidayatullah Jakarta
Dewi Rohma Wati,Syarif Hidayatullah State Islamic University Jakarta
Akhmad Zakky,"Lecturer, Syarif Hidayatullah State Islamic University of Jakarta"
"Tri Suryaningsih, MPd",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Abdul Hafiz,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Anissa Windarti,UIN Syarif Hidayatullah Jakarta
Rini Laili Prihatini,UIN Syarif Hidayatullah Jakarta
Dudun Ubaedullah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
vivi anggia,UIN Syarif HIdayatullah Jakarta
Rizqi Handayani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yopi Kusmiati,UIN Syarif Hidayatullah Jakarta
Ahmad Alfajri,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ivalaili,UIN Syarif Hidayatullah Jakarta
Najwa Khairina,"economics lecturer, uin syarif hidayatullah jakarta"
Puspita Palupi,UIN Syarif Hidayatullah Jakarta
Masrul Huda,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Khohirul Hidayah,UIN Syarif Hidayatullah Jakarta
Dewi Salistina,"Dosen Psikologi Pendidikan, UIN Syarif Hidayatullah Jakarta"
Ismi Rahmayanti,Sekolah Pascasarjana UIN Syarif Hidayatullah Jakarta
Tito Tri Kadafi,"Direktur Bastra ID dan Pendidikan Bahasa dan Sastra Indonesia, UIN Syarif Hidayatullah …"
"Ali Thaufan Dwi Saputra, M.Ag.",UIN Syarif Hidayatullah Jakarta
Nur Amaliah Solihat,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Puji Astuti,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Junaidi Simun,"Researcher, Center for the Study of Religion and Culture State Islamic University (UIN) …"
Fathun Karib,"Lecturer, Department of Sociology, Universitas Islam Negeri Syarif Hidayatullah, Jakarta"
Abdul Azis,Universitas Islam Negeri Syarif Hidayatullah (UIN) Jakarta
Muhammad Nida' Fadlan,Syarif Hidayatullah State Islamic University (UIN) of Jakarta
Nurmaya Arofah,UIN SYARIF HIDAYATULLAH JAKARTA
Wati Nilamsari,UIN Syarif Hidayatullah Jakarta
Musfiroh Nurlaili H,UIN Syarif Hidayatullah Jakarta
Humaidi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Kiky Rizky,UIN Syarif Hidayatullah - Jakarta
"Suci Ahda Novitri, M.Si., Apt","Program Studi Farmasi, Fakultas Ilmu Kesehatan, Universitas Islam Negeri Syarif …"
M. Khoirul Huda,Dosen Ilmu Hadis UIN Syarif Hidayatullah Jakarta
Ardian Khairiah,"Departement of Biology, UIN Syarif Hidayatullah Jakarta"
Faris Maulana Akbar,Mahasiswa UIN Syarif Hidayatullah Jakarta
Dina Rahma Fadlilah,UIN Syarif Hidayatullah Jakarta
Ahmad Zaky,UIN Syarif Hidayatullah Jakarta
Atiyatul Ulya,UIN Syarif Hidayatullah Jakarta
Dzikri Rahmat Romadhon,"Lecturer, Universitas Islam Negeri Syarif Hidayatullah Jakarta, (Scopus Author ID …"
Isna Rahmawati,UIN Syarif Hidayatullah Jakarta
Muhamad Fahri,UIN Syarif Hidayatullah Jakarta
Takiddin,UIN SYARIF HIDAYATULLAH JAKARTA
M. Agus Suriadi,UIN Syarif Hidayatullah Jakarta
Nina Farlina,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ali Hanafiah Selian,UIN Syarif Hidayatullah Jakarta
Fahma Rianti,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Atik Yuliyani,UIN Syarif Hidayatullah Jakarta
Sri Hidayati,UIN Syarif Hidayatullah Jakarta
Sirojuddin Aly,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Raihana Nadra Alkaff,Universitas Islam Negeri (UIN) Jakarta
Farida Hidayati,UIN Syarif Hidayatullah Jakarta
WG. Pramita Ratnasari,"antropologi, UIN Syarif HIdayatullah Jakarta"
Mara Sutan Rambe,UIN Jakarta
Achmad Zaki,"Orthopaedic Surgeon, Lecturer, School of Medicine, Medical Faculty Jakarta Islamic State …"
Ade Rina Farida,"UIN Syarif Hidayatullah, Jakarta"
M. Anang Jatmiko,UIN Syarif Hidayatullah Jakarta
Febri Dirgantara Hasibuan,lecturer UIN Jakarta
Yanne Irene,"Fakultas Sains danTeknologi, UIN Syarif Hidayatullah Jakarta"
moh. nailul muna,UIN Syarif Hidayatullah Jakarta ID Scopus: 58188659300 https://orcid.org/0009-0001-9668 …
"Neneng Nurjanah, M.Hum.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Andri Noor Ardiansyah,UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA
"Dr.Yuminah, MA,Si",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ima Sri Rahmani,UIN Syarif Hidayatullah Jakarta
Fauziah Muslimah,UIN Syarif Hidayatullah Jakarta
"Dr. Maswani, MA",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Desmaliza,UIN Syarif Hidayatullah Jakarta
"Maria Ulfa, MA, M.Hum.","English Literature Department, Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta"
"Daud Lintang, SSI, MA",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Zaenal Muttaqin,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Tien Rohmatin,UIN Syarif Hidayatullah Jakarta
Mary Silvita,"UIN Syarif Hidayatullah Jakarta, UIN Sumatera Utara."
Pita Merdeka,UIN Syarif Hidayatullah Jakarta
Tati Zera,"Prodi Fisika, Fakultas Sain dan Teknologi, UIN Syarif Hidayatullah Jakarta"
Dini Tryastuti,UIN Jakarta
Ellies Sukmawati,UIN Jakarta
muhammad ismail,UIN Syarif Hidayatullah Jakarta
Fatihunnada Fatihunnada,UIN Syarif Hidayatullah Jakarta
"Rosita Tandos, M.Ag., MA., M.ComDev., Ph.D",UIN Syarif Hidayatullah Jakarta
Muna Nur Azizah Ashidiqi,"Mahasiswi Sejarah dan Peradaban Islam, UIN Syarif Hidayatullah Jakarta"
saifudin,UIN Syarif Hidayatullah Jakarta
Isra Janatiningrum,UIN Syarif Hidayatullah Jakarta
Febia Ghina Tsuraya,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Mabrurotul Mustafidah,"Program Studi Farmasi, UIN Syarif Hidayatullah Jakarta"
Joharotul Jamilah,"Dosen Senior, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Yustiyani,UIN Syarif Hidayatullah Jakarta
syairul bahar,UIN Syarif Hidayatullah Jakarta
Iman Matin,"Prodi Pendidikan Bahasa Arab, UIN Jakarta"
"Firman El Amny Azra, SH, M.Sc","Lecturer of Management, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Syamsul Yakin,UIN Syarif Hidayatullah Jakarta
Muhaza Liebenlito,UIN Syarif Hidayatullah Jakarta
Santi Yustini,UIN Syarif Hidayatullah Jakarta
Zaenal Muttaqin,UIN Syarif Hidayatullah Jakarta
Raspiani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Dr. Alimin, M.Ag UIN Jakarta",UIN Syarif Hidayatullah Jakarta
"Dr. Suryani, M.Si",FISIP UIN  Syarif Hidayatullah Jakarta
Mohammad Syairozi Dimyathi Ilyas,UIN Syarif Hidayatullah Jakarta
Taufiq Al Farizi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Tuty Handayani,UIN Syarif Hidayatullah Jakarta
FUJI HERNAWATI KUSUMAH,UIN Syarif Hidayatullah Jakarta
"Hani Hilyati Ubaidah, M.Ag",UIN SYARIF HIDAYATULLAH JAKARTA -FITK
"Dr. Yuminah Rohmatullah, M.Si",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Masyrofah,UIN Syarif Hidayatullah Jakarta
ahmad sofyan,uin syarif hidayatullah jakarta
Sandi Santosa,uin jakarta ilmu hadis fakultas ushuluddin
"Muhammad Sairi, M.Ag.",Lecturer of SAA UIN Jakarta. ID Sinta: 6785960 ID Garuda: 1416737
Rusli Hasbi,UIN Syarif Hidayatullah Jakarta
Inggrid Galuh Mustikawati,Dosen FISIP UIN SYARIF HIDAYATULLAH JAKARTA
M. Adib Misbachul Islam,UIN Syarif Hidayatullah Jakarta
Parlindungan Siregar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ulil Abshar,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Drs. Ahmad Syatibi, M.Ag.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Dr. Abdul Ghofur, MA",Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Izza Hananingtyas, M.Kes","Asisten Ahli, Prodi Kesehatan Masyarakat, Fakultas Ilmu Kesehatan, UIN Syarif Hidayatullah …"
